scenario,form_id,arm,round,participant,claim,claim_text,kind,vote,correct,reason
release,27,feedback,3,P04,3,The programme reduces reconviction over two years.,unresolved,Agree,,I retain my earlier expectation despite P01’s contrary explanation. I have no new supporting evidence; this remaining belief is not evidence of effectiveness.
release,27,feedback,3,P04,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence. The other participants prioritise different values; their ratings do not settle this choice.
release,27,feedback,3,P05,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I revise my rating after reading P01’s explanation in the saved feedback. R1 gives 36/60 versus 24/60: an observed 20 percentage-point difference, not a causal estimate."
release,27,feedback,3,P05,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,I retain my rating. R2 omits 30 programme outcomes and 15 comparison outcomes; full-cohort employment rates are not established.
release,27,feedback,3,P05,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
release,27,feedback,3,P05,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,Expansion should wait because selection and missing outcomes undermine the case. The other participants prioritise different values; their ratings do not settle this choice.
release,27,feedback,3,P06,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I retain my rating. R1 gives 36/60 versus 24/60: an observed 20 percentage-point difference, not a causal estimate."
release,27,feedback,3,P06,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,I revise my rating after reading P01’s explanation in the saved feedback. R2 omits 30 programme outcomes and 15 comparison outcomes; full-cohort employment rates are not established.
release,27,feedback,3,P06,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,The peer discussion gives no measured outcome for this claim. I withdraw my unsupported expectation.
release,27,feedback,3,P06,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence. The other participants prioritise different values; their ratings do not settle this choice.
release,27,feedback,3,P07,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I revise my rating after reading P01’s explanation in the saved feedback. R1 gives 36/60 versus 24/60: an observed 20 percentage-point difference, not a causal estimate."
release,27,feedback,3,P07,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,I revise my rating after reading P01’s explanation in the saved feedback. R2 omits 30 programme outcomes and 15 comparison outcomes; full-cohort employment rates are not established.
release,27,feedback,3,P07,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
release,27,feedback,3,P07,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,Expansion should wait because selection and missing outcomes undermine the case. The other participants prioritise different values; their ratings do not settle this choice.
release,27,feedback,3,P08,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
release,27,feedback,3,P08,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,I revise my rating after reading P01’s explanation in the saved feedback. R2 omits 30 programme outcomes and 15 comparison outcomes; full-cohort employment rates are not established.
release,27,feedback,3,P08,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,The peer discussion gives no measured outcome for this claim. I withdraw my unsupported expectation.
release,27,feedback,3,P08,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence. The other participants prioritise different values; their ratings do not settle this choice.
release,28,no-feedback,2,P01,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"R1 gives 36/60 versus 24/60: an observed 20 percentage-point difference, not a causal estimate."
release,28,no-feedback,2,P01,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,R2 omits 30 programme outcomes and 15 comparison outcomes; full-cohort employment rates are not established.
release,28,no-feedback,2,P01,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,28,no-feedback,2,P01,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence.
release,28,no-feedback,2,P02,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Disagree,False,"I doubt this proposition, but I do not have direct data to settle it."
release,28,no-feedback,2,P02,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,28,no-feedback,2,P02,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,28,no-feedback,2,P02,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence.
release,28,no-feedback,2,P03,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,28,no-feedback,2,P03,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,28,no-feedback,2,P03,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,28,no-feedback,2,P03,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,Expansion should wait because selection and missing outcomes undermine the case.
release,28,no-feedback,2,P04,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,28,no-feedback,2,P04,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,28,no-feedback,2,P04,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,28,no-feedback,2,P04,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence.
release,28,no-feedback,2,P05,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,28,no-feedback,2,P05,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,"I doubt this proposition, but I do not have direct data to settle it."
release,28,no-feedback,2,P05,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,28,no-feedback,2,P05,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,Expansion should wait because selection and missing outcomes undermine the case.
release,28,no-feedback,2,P06,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,28,no-feedback,2,P06,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,28,no-feedback,2,P06,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,28,no-feedback,2,P06,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence.
release,28,no-feedback,2,P07,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Disagree,False,"I doubt this proposition, but I do not have direct data to settle it."
release,28,no-feedback,2,P07,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,28,no-feedback,2,P07,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,28,no-feedback,2,P07,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,Expansion should wait because selection and missing outcomes undermine the case.
release,28,no-feedback,2,P08,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,28,no-feedback,2,P08,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,28,no-feedback,2,P08,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,28,no-feedback,2,P08,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence.
release,28,no-feedback,3,P01,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"R1 gives 36/60 versus 24/60: an observed 20 percentage-point difference, not a causal estimate. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P01,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,"R2 omits 30 programme outcomes and 15 comparison outcomes; full-cohort employment rates are not established. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P01,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P01,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,"A bounded expansion can provide support while improving the evidence. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P02,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"On rereading my original R1 packet, 36/60 minus 24/60 is 20 percentage points. I correct my earlier arithmetic doubt; this remains an association."
release,28,no-feedback,3,P02,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P02,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P02,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,"A bounded expansion can provide support while improving the evidence. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P03,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P03,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Unable to judge,False,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P03,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P03,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,"Expansion should wait because selection and missing outcomes undermine the case. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P04,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P04,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P04,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P04,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,"A bounded expansion can provide support while improving the evidence. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P05,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P05,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,"I doubt this proposition, but I do not have direct data to settle it. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P05,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P05,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,"Expansion should wait because selection and missing outcomes undermine the case. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P06,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P06,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Unable to judge,False,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P06,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P06,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,"A bounded expansion can provide support while improving the evidence. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P07,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Disagree,False,"I doubt this proposition, but I do not have direct data to settle it. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P07,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P07,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P07,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,"Expansion should wait because selection and missing outcomes undermine the case. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P08,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P08,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Unable to judge,False,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P08,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
release,28,no-feedback,3,P08,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,"A bounded expansion can provide support while improving the evidence. On reconsideration, my original packet supplies no additional basis for a change."
